GeneID	B73_Z1_1	B73_Z1_2	B73_Z1_3	B73_Z2_1	B73_Z2_2	B73_Z2_3	B73_Z3_1	B73_Z3_2	B73_Z3_3
Zm00001eb064160	8.115634	26.487274	15.343974	5.858243	4.659943	5.036207	142.439575	0.488465	0.738193
Zm00001eb064170	8.811972	69.192978	6.356368	12.962987	0.000000	0.480100	32.324574	9.524467	3.105195
Zm00001eb064180	9.255445	6.788720	50.365856	4.691460	0.106277	34.482742	6.489699	18.158661	2.190110
Zm00001eb064190	13.440056	8.029219	0.557316	0.811240	0.405490	12.189497	4.698117	47.615486	0.000000
Zm00001eb064210	13.070135	0.000000	5.085039	8.415241	0.377873	12.626828	0.000000	4.638877	26.017300
Zm00001eb064230	5.230808	23.957544	11.854974	0.398263	9.404198	25.226522	79.141014	0.000000	0.680688
Zm00001eb064260	0.132812	4.513338	1.462567	0.000000	6.492321	0.161879	1.769085	373.414551	2.794836
Zm00001eb064270	2.002241	0.047647	0.559552	9.627238	0.184847	3.870955	49.404549	0.000000	2.531573
Zm00001eb064300	18.372133	8.619880	4.276821	0.485536	9.585761	27.487564	4.323771	13.476261	84.364693
Zm00001eb064310	9.834728	7.756585	0.311890	2.927673	11.565301	1.592590	0.245181	14.715764	4.738729
Zm00001eb064320	0.217710	23.318825	0.000000	5.794257	19.413788	9.035427	1.414470	6.287674	12.813540
Zm00001eb064330	0.049498	68.400490	14.498808	78.004837	60.064011	1.872555	0.978784	0.134475	11.380960
Zm00001eb064340	1.553806	663.341675	0.218309	6.196919	0.000000	0.044813	0.000000	0.346045	11.026470
Zm00001eb064350	15.138889	10.403517	1.978560	0.054459	0.090977	9.374504	2.208686	30.608358	2.751032
Zm00001eb064360	0.191444	3.654187	3.997744	12.202370	32.326111	20.560192	22.758589	0.000000	9.964318
Zm00001eb064380	2.918544	9.096662	86.163933	9.418853	87.427116	29.537041	0.887525	0.097726	0.000000
Zm00001eb064390	31.639616	51.156292	6.589081	10.438108	9.414141	0.248713	1.138441	16.853949	3.864597
Zm00001eb064400	17.603855	16.983957	9.080429	2.581241	6.862020	156.429489	11.526534	2.706059	1.484561
Zm00001eb064410	4.338317	30.074474	8.070200	22.546242	0.002359	0.269701	15.985023	24.801229	18.770657
Zm00001eb064420	114.048645	3.592313	11.668985	0.401096	19.314632	0.000000	0.000000	15.566816	12.089262
Zm00001eb064430	0.245935	2.484192	1.502228	2.089437	5.705729	0.000000	36.523331	9.862864	10.124481
Zm00001eb064440	0.235727	102.780487	8.891975	0.616584	0.000000	0.000000	4.795786	4.577945	20.937883
Zm00001eb064450	59.756565	7.727552	0.000000	54.699249	8.712883	0.432466	15.871830	15.412230	0.503846
Zm00001eb064460	2.555455	34.398464	5.253176	12.030175	8.931677	14.924075	3.970045	3.477348	7.980821
Zm00001eb064470	12.348480	0.000000	0.912269	8.487604	26.429152	150.834686	337.895721	7.363937	0.111314
Zm00001eb064480	3.066720	10.946898	31.899681	19.696838	5.099006	3.345680	77.066185	0.224533	21.814196
Zm00001eb064490	0.000000	17.548357	10.131038	0.548066	11.655213	0.000000	79.132324	4.579235	2.220493
Zm00001eb064500	1.806219	29.367397	11.266908	5.340455	65.252884	2.121612	9.865041	0.098706	11.227306
Zm00001eb064520	6.579286	5.880845	18.441288	0.306779	17.450623	2.222287	3.400682	0.395257	2.974152
Zm00001eb064530	2.179320	0.391497	0.000000	17.029533	58.975128	0.507399	5.985619	79.940239	9.162095
Zm00001eb064540	2.907956	569.092834	4.025986	2.087245	670.942993	16.176857	17.340111	2.004054	16.255060
Zm00001eb064550	17.349613	0.000000	0.081818	14.929778	15.549566	15.824479	0.167996	17.697044	23.282236
Zm00001eb064560	0.007586	6.191147	27.906618	1.619275	22.336071	17.380806	4.779867	11.218396	153.447433
Zm00001eb064570	49.387474	16.206011	1.112670	0.000000	4.310692	8.395180	4.124617	29.035166	0.140570
Zm00001eb064580	23.713512	5.450956	6.991336	10.621817	2.483187	152.658554	16.913328	18.353148	0.000000
Zm00001eb064590	11.503062	0.094209	2.633322	19.593639	97.069695	42.349670	0.148810	0.000000	0.026270
Zm00001eb064600	18.403570	0.070289	7.797866	26.057178	8.845509	4.371385	139.288467	9.566453	19.841618
Zm00001eb064610	0.391771	37.488655	23.579433	0.597652	18.934717	4.214658	1.129223	92.715492	192.084045
Zm00001eb064620	54.035740	0.000000	31.520296	219.628845	7.459065	0.145657	22.676680	0.371389	4.537849
Zm00001eb064630	4.404879	0.194256	179.505371	0.057900	34.658222	113.914413	3.480061	9.106615	0.000000
Zm00001eb064640	42.936630	12.075687	0.234922	0.000000	0.070766	4.067665	12.154836	17.277712	4.097518
Zm00001eb064650	23.322880	3.011938	0.169122	0.277307	11.684919	80.510483	9.876311	3.785667	2.391691
Zm00001eb064660	0.362631	33.226532	10.190406	11.140168	23.010746	7.350112	9.422215	0.720793	0.641969
Zm00001eb064670	8.211128	9.433921	169.938828	197.692657	49.798317	0.190635	11.890375	4.405390	20.930916
Zm00001eb064680	46.811867	19.355413	2.666184	2.820817	9.471077	5.056902	8.197644	2.001690	12.635557
Zm00001eb064690	1.005542	1.415990	0.000000	0.000000	0.386750	1.029522	0.000000	13.975018	17.368259
Zm00001eb064700	0.151837	13.247796	0.811951	3.666589	495.327484	0.000000	0.000000	0.466476	9.963147
Zm00001eb064710	15.115235	1.749599	1.830708	2.343893	0.000000	3.976303	2.108265	1.972931	199.170029
Zm00001eb064730	3.367491	6.749794	0.542307	0.671833	9.749834	20.538342	15.253862	7.117199	33.717304
Zm00001eb064740	41.000736	0.236519	22.488739	20.220198	12.446441	1.820439	19.235426	40.254299	5.066892
Zm00001eb064750	4.792334	1.521015	14.736176	15.248310	0.282943	0.136317	0.000000	3.092836	5.669422
Zm00001eb064770	4.200897	0.254802	15.557895	14.479516	0.213046	18.371323	0.290702	16.328402	0.045050
Zm00001eb064780	18.011593	0.549625	6.980816	7.074176	44.231785	4.902959	3.734901	5.936086	121.957039
Zm00001eb064790	1.183802	0.000000	143.636154	115.548035	0.000000	0.000000	21.802860	9.091613	40.684387
Zm00001eb064800	1.742529	95.121864	57.385246	38.171463	0.000000	25.834358	0.000000	2.526891	61.918385
Zm00001eb064810	14.364797	0.452678	6.568274	7.921212	0.304980	6.227697	0.000000	23.489929	6.575322
Zm00001eb064820	0.647129	11.392454	3.344679	3.149161	2.237746	3.534683	2.204452	0.614732	0.132908
Zm00001eb064830	6.318460	1.055196	0.065685	0.080655	12.642320	1.060146	51.331905	2.447880	6.110392
Zm00001eb064840	10.021984	27.922255	97.622894	72.348869	3.738364	170.265732	22.161026	0.343086	1.215201
Zm00001eb064850	14.990908	14.524963	3.286165	5.984479	32.126015	35.151466	7.123494	31.764545	0.000000
Zm00001eb064860	17.971661	5.646368	68.372246	63.004284	12.107575	50.436329	88.926819	10.090019	3.363204
Zm00001eb064870	11.816195	0.019500	8.116593	7.712793	18.051050	8.965611	0.000000	4.989691	18.115005
Zm00001eb064880	0.513289	0.000000	0.011157	0.142036	2.149000	3.546795	0.696892	12.499024	1.166944
Zm00001eb064890	41.381012	41.383274	3.956145	4.316043	7.015419	2.862318	47.949623	1.357741	0.362944
Zm00001eb064900	0.000000	0.425079	0.735725	0.704816	0.247090	17.330786	5.146242	4.207427	19.075741
Zm00001eb064910	0.441242	6.028268	0.000000	0.000000	0.276885	0.069508	8.570505	0.020721	13.235439
Zm00001eb064920	44.615097	11.577559	1.815041	2.952662	4.036927	3.441256	4.593339	16.368664	0.000000
Zm00001eb064930	4.656915	2.098345	19.658453	19.824203	0.140955	2.496129	0.088156	2.876372	26.749844
Zm00001eb064940	13.335346	0.459171	0.659703	1.142561	0.000000	19.689960	11.531677	18.644472	5.757196
Zm00001eb064950	5.003099	5.627499	0.285076	0.903231	14.263500	0.190909	11.657108	1.791909	10.777058
Zm00001eb064960	0.000000	0.252992	17.805878	22.594093	0.049579	222.842255	1.430030	0.000000	1.909889
Zm00001eb064970	3.535136	14.348702	14.294296	8.616809	60.768265	0.858398	22.457878	7.757252	306.858795
Zm00001eb064980	0.940880	0.457475	0.000000	0.029383	0.959872	15.379197	0.000000	17.272373	44.153675
Zm00001eb064990	7.567892	2.076993	30.285963	26.034050	9.548855	12.144107	113.876877	14.449357	58.654758
Zm00001eb065000	14.016199	7.951226	4.719647	7.880925	1.951547	9.619307	77.289978	59.455448	9.854159
Zm00001eb065010	2.083223	79.793266	3.146836	0.000000	24.800833	6.041737	12.527657	0.302065	3.229412
Zm00001eb065020	1.901276	6.765115	0.652100	9.312119	0.000000	15.014667	43.701897	0.000000	3.776512
Zm00001eb065030	0.453907	0.073942	165.399643	1.060572	0.000000	0.000000	0.953809	0.221697	12.146006
Zm00001eb065040	0.000000	9.129107	42.846684	145.249466	8.067532	17.887211	58.905670	13.829905	0.355771
Zm00001eb065050	0.000000	10.624013	49.911118	43.106834	46.205200	2.286560	4.986228	186.312637	5.077086
Zm00001eb065070	0.074709	11.466877	9.494652	46.892818	0.543943	0.081586	34.116066	3.460755	3.160746
Zm00001eb065080	7.294493	1.464636	2.095696	9.645162	8.919907	1.848379	3.846895	0.130592	22.425100
Zm00001eb065090	11.047750	17.392860	2.136081	3.408486	0.145715	22.617085	0.070196	0.453362	2.338371
Zm00001eb065100	2.560639	0.000000	15.807155	2.496274	3.093162	13.954118	5.547827	3.006562	165.721573
Zm00001eb065120	0.660614	5.856138	0.198036	17.791952	5.555901	0.000000	48.682278	0.692127	0.781403
Zm00001eb065130	4.127703	2.256230	3.883222	0.126184	13.494774	0.774891	3.471972	12.062874	20.891403
Zm00001eb065140	5.055015	33.645889	2.625456	4.321270	0.256495	1.318902	0.344786	10.458323	18.987896
Zm00001eb065150	0.135009	10.705408	17.603237	4.229825	9.126925	9.617540	18.106337	20.712255	15.649888
Zm00001eb065160	23.253063	12.613779	0.149853	15.478786	10.580451	0.000000	13.168461	9.266973	8.643901
Zm00001eb065170	0.049758	18.719252	222.704651	0.179121	10.568807	0.000000	32.556622	192.949112	17.464890
Zm00001eb065180	0.058431	0.000000	0.963543	193.422714	19.631294	1.772874	2.606154	36.809124	15.873607
Zm00001eb065210	0.344674	4.690640	13.274599	0.971762	0.419434	29.151293	8.976343	6.217435	2.935806
Zm00001eb065250	0.343838	0.086449	12.242440	16.364824	2.364792	21.867764	10.496270	4.986439	0.210879
Zm00001eb065260	0.019731	24.055801	9.255645	12.361454	3.634749	6.657770	1.620005	0.033494	2.466751
Zm00001eb065280	8.908772	1.244462	8.513275	11.527021	78.888947	78.711502	2.313384	93.242310	21.921249
Zm00001eb065290	0.000000	6.658779	15.180242	7.551455	7.583026	0.000000	22.667509	4.113357	16.535238
Zm00001eb065300	18.274284	1.978718	0.000000	13.041337	12.307662	0.454855	1.187574	62.211578	8.123305
Zm00001eb065310	1.766366	0.102098	14.325536	0.000000	2.432660	49.527790	15.328853	4.673863	2.221388
Zm00001eb065320	0.288188	9.496688	3.117252	13.224155	21.847456	3.625384	6.143231	0.273741	2.544394
Zm00001eb065330	0.994980	22.717443	0.000000	4.310691	0.000000	10.633490	20.962191	2.352606	20.081974
Zm00001eb065340	14.583268	37.563332	0.061958	0.000000	3.321237	3.832336	16.356733	1.571615	4.690347
Zm00001eb065350	0.008359	0.000000	1.355865	2.356335	3.341003	0.000000	12.781738	0.000000	34.565327
Zm00001eb065360	9.457222	216.087524	21.245680	19.223595	22.654779	7.389342	0.342705	2.799214	27.314455
Zm00001eb065370	0.000000	0.037533	10.491717	12.257496	11.776143	6.754981	28.578171	21.045181	6.497709
Zm00001eb065380	8.202190	0.340191	0.000000	0.000000	0.000000	9.053688	0.078524	0.443076	105.553673
Zm00001eb065390	21.003836	10.359834	1.118023	0.998215	5.192018	12.422186	0.546900	0.807856	0.081972
Zm00001eb065400	2.194894	173.427643	1.084938	2.298248	0.192504	0.000000	39.549091	11.735645	0.676119
Zm00001eb065420	14.040465	2.503561	14.996791	11.177257	22.142347	68.059509	10.502712	17.728659	77.577507
Zm00001eb065430	0.000000	0.000000	0.062149	0.000000	1.216287	37.859524	16.305552	0.000000	3.983500
Zm00001eb065440	14.406158	3.197378	0.000000	0.000000	22.374029	9.905600	3.482435	31.496231	8.874653
Zm00001eb065450	4.617640	1.898709	1.100177	1.874725	0.042692	23.727057	0.000000	5.552761	6.455796
Zm00001eb065460	34.443546	0.473167	27.676510	31.330679	10.628762	0.431975	3.718781	7.481102	0.000000
Zm00001eb065470	0.167394	15.805636	18.394077	20.969261	1.838649	32.082245	0.100675	2.368864	0.144184
Zm00001eb065490	0.000000	17.613642	4.954197	5.589499	10.132556	6.103476	5.666522	262.873383	0.261512
Zm00001eb065500	0.000000	14.784437	118.317383	92.488380	0.108240	18.100607	17.718889	65.796257	9.562470
Zm00001eb065510	15.837390	7.687888	0.584615	0.000000	17.512520	30.565144	1.778000	54.743050	9.426768
Zm00001eb065520	24.449635	188.934174	57.573730	0.162459	30.381493	0.451916	1.682734	8.277347	9.011155
Zm00001eb065550	1.408935	45.206486	3.595200	56.831635	0.218999	7.079688	0.612821	4.500146	11.058419
Zm00001eb065560	7.825187	9.615067	13.378547	4.963585	174.757874	42.243690	0.000000	4.039081	0.092148
Zm00001eb065570	23.291956	3.833170	3.960844	9.742346	2.445111	1.586465	17.957064	16.797905	100.474228
Zm00001eb065580	169.921539	0.000000	0.000000	3.380342	0.122452	0.398124	19.337206	0.161435	61.239895
Zm00001eb065590	0.000000	85.223618	0.030090	0.000000	3.886418	10.785263	1.685913	3.580369	12.232312
Zm00001eb065610	0.658117	10.378955	0.158421	0.198265	2.040730	10.173021	1.321028	2.586051	32.511707
Zm00001eb065620	7.094708	59.099789	6.623880	0.023501	0.242281	21.302311	12.196432	20.078529	0.863173
Zm00001eb065630	5.862585	6.354489	4.899608	8.510659	13.152703	0.850115	4.057697	0.420856	43.657173
Zm00001eb065640	0.000000	0.033946	8.061534	4.590118	200.759384	7.489829	0.074564	152.478394	6.791534
Zm00001eb065650	0.219385	2.479549	13.097122	4.111466	0.502468	10.250707	57.975460	0.374284	21.138569
Zm00001eb065660	144.841705	0.580096	0.000000	14.271471	23.639362	1.667975	1.682123	19.159328	7.972631
Zm00001eb065680	0.462916	0.000000	71.399406	0.000000	14.785621	3.263496	0.000000	8.735296	0.378952
Zm00001eb065690	0.596200	1.651058	32.019058	63.008095	14.483131	15.769781	0.765771	14.464999	6.048809
Zm00001eb065700	0.000000	17.872807	9.044484	30.556599	7.879661	1.300537	0.907753	8.726198	40.201019
Zm00001eb065710	161.660889	1.540794	21.564980	11.036880	182.978745	16.969799	0.087188	8.520414	1.071320
Zm00001eb065720	16.346983	0.184265	0.311102	24.722137	36.730652	10.761350	0.069554	0.000000	0.699465
Zm00001eb065730	0.547670	17.462372	42.451084	1.064307	8.302094	17.717693	6.560495	17.307190	15.200338
Zm00001eb065740	1.192536	8.244106	5.327750	41.008400	4.483003	16.689812	17.126089	6.805236	11.023323
Zm00001eb065750	1.366705	0.000000	30.815041	4.356881	0.099030	14.466283	2.261367	0.000000	30.306139
Zm00001eb065760	19.727825	21.326571	21.751682	21.575857	99.898666	0.296252	0.189608	2.134218	8.203055
Zm00001eb065770	7.358032	3.973086	0.314358	20.762997	20.296257	49.902420	0.574216	17.458126	8.325089
Zm00001eb065780	11.957040	3.582753	5.056937	0.227729	20.868301	0.523844	5.427423	16.361696	8.500497
Zm00001eb065790	31.953253	0.737090	40.468121	5.889263	64.672768	48.394985	0.004488	1.419438	1.802236
Zm00001eb065800	12.575484	134.390045	1.149409	48.482403	7.286924	6.501052	9.474281	0.000000	3.560905
Zm00001eb065810	4.784180	46.452484	0.389981	1.853929	0.368782	16.109108	3.147155	2.663857	22.058271
Zm00001eb065850	3.788514	49.373631	13.843796	0.285447	4.412665	3.952359	13.081464	42.235756	2.473487
Zm00001eb065860	4.609540	8.071947	5.761076	13.440077	0.825404	0.000000	0.656679	2.467368	17.505758
Zm00001eb065870	21.046074	2.261360	36.389000	8.667321	0.000000	5.722340	15.465091	42.928005	10.789242
Zm00001eb065890	9.687565	1.940112	2.712363	22.829418	2.289752	0.000000	0.000000	17.915861	20.362593
Zm00001eb065900	3.340937	15.358928	5.943800	10.908374	1.290200	3.781173	6.390735	7.410543	16.488117
Zm00001eb065910	0.000000	0.153712	11.188548	5.130046	0.322593	15.014033	3.789803	90.224335	14.451224
Zm00001eb065920	0.477542	3.193735	1.830360	19.371988	20.492825	1.772765	24.946026	0.280562	0.140895
Zm00001eb065930	3.753105	2.006202	2.467170	1.466643	7.665925	1.430227	12.123219	0.288581	56.250515
Zm00001eb065940	6.440052	18.818806	16.242905	2.798171	0.000000	0.408881	33.099525	46.048122	0.353349
Zm00001eb065950	15.343073	0.247643	0.956257	14.629466	28.297781	12.213830	1.591530	4.429668	0.926603
Zm00001eb065970	3.898527	229.609467	12.855255	0.999872	5.326361	11.601221	4.707042	7.471096	50.132877
Zm00001eb065980	0.000000	1.429124	12.981788	12.172578	8.091300	2.376687	16.135313	8.917080	6.163697
Zm00001eb066000	1.289739	11.402473	15.809833	13.111567	1.259824	0.282619	196.852219	0.000000	16.287916
Zm00001eb066010	16.227016	8.817465	13.595435	16.133318	167.378052	8.022607	0.000000	0.020752	4.311222
Zm00001eb066020	14.379740	6.470084	14.328911	18.624300	34.399818	3.110162	5.230816	0.060964	0.000000
Zm00001eb066030	13.306108	6.180901	0.407382	13.920798	44.037449	0.000000	8.310274	9.065295	5.395737
Zm00001eb066050	0.981436	16.166302	51.730499	0.191506	7.799719	59.973606	2.949795	9.754155	0.000000
Zm00001eb066060	0.127908	13.236118	0.259709	44.902065	3.391856	0.112219	0.010356	2.378813	2.836258
Zm00001eb066070	0.000000	3.376740	0.629903	0.198149	2.460631	0.131780	0.871993	13.054976	10.949592
Zm00001eb066080	0.000000	0.020261	55.274300	38.691456	5.782313	0.588457	184.007339	0.003057	2.890378
Zm00001eb066090	0.000000	1.240896	5.699770	5.819995	13.281929	0.043002	1.072073	87.859886	2.508518
Zm00001eb066100	38.566292	20.974199	15.330481	14.728649	0.103368	0.000000	0.000000	60.030106	0.197400
Zm00001eb066110	23.207520	9.522450	4.830889	3.662187	6.888658	13.138754	3.563243	12.749811	0.000000
Zm00001eb066120	0.427953	0.747003	0.000000	0.000000	14.340321	16.032341	12.525653	34.133022	0.000000
Zm00001eb066130	14.941373	2.103456	2.767215	2.649623	10.713559	2.683577	0.286208	0.545935	0.000000
Zm00001eb066140	11.282466	1.656165	1.892723	0.000000	15.867250	0.390591	0.420828	55.002075	12.244962
Zm00001eb066150	10.098799	7.883954	3.769062	5.808178	3.623940	1.111599	5.864878	4.671404	14.736394
Zm00001eb066160	0.455955	0.110703	15.200160	23.637333	19.737795	12.479891	21.346600	23.367725	3.467878
Zm00001eb066180	7.705601	0.000000	1.175251	2.430404	1.056188	0.000000	21.908594	4.129042	0.367281
Zm00001eb066190	16.964642	1.477776	1.279999	1.399632	165.973938	12.503460	9.208356	0.136335	10.010912
Zm00001eb066210	5.953784	30.603319	0.000000	0.350288	1.058883	0.000000	24.413231	4.681368	2.690689
Zm00001eb066220	0.028843	20.146877	0.000000	0.000000	15.041569	10.190416	11.415773	30.722366	0.044699
Zm00001eb066230	19.089605	4.847754	9.590666	9.423457	15.558033	27.294693	1.388950	1.635745	70.943092
Zm00001eb066250	9.271445	135.309937	12.446192	10.206074	2.195733	2.370554	0.000000	0.526939	0.040472
Zm00001eb066260	12.195743	0.350548	3.791187	3.502724	0.030244	10.263444	8.143527	18.060291	0.075014
Zm00001eb066270	0.000000	53.050419	0.360063	0.599638	1.633280	0.024922	19.124365	7.646709	0.705659
Zm00001eb066290	6.922764	3.779659	5.361856	6.560480	20.576349	5.321703	26.325842	35.156322	0.015705
Zm00001eb066300	0.196010	12.361916	3.019436	1.980066	2.673566	2.250280	17.718557	1.521533	11.668682
Zm00001eb066310	0.247541	4.148508	0.000000	0.000000	1.494093	36.029087	0.334201	6.324959	15.130320
Zm00001eb066320	4.536938	0.000000	44.330315	33.065155	1.262998	0.000000	0.000000	4.370384	1.930340
Zm00001eb066330	2.104424	0.146947	0.350323	0.000000	0.032396	0.000000	0.252808	1.682278	0.269258
Zm00001eb066340	0.264948	0.042081	0.417219	1.538736	11.495336	12.192037	13.770369	2.574922	0.816299
Zm00001eb066350	10.724945	10.426472	0.000000	1.467989	8.015511	19.390379	13.747812	20.068073	8.322335
Zm00001eb066360	2.498897	4.874501	0.402723	0.656930	1.607830	0.330074	25.380392	1.134412	0.013591
Zm00001eb066370	2.510316	10.180567	0.375433	11.260387	30.751074	2.400333	4.006810	15.516942	10.513256
Zm00001eb066380	1.159511	14.865442	0.041705	17.169571	23.744064	5.434323	0.000000	6.905281	6.462558
Zm00001eb066390	1.956701	0.000000	10.699203	2.101035	5.919624	22.527098	0.783975	22.678190	23.039619
Zm00001eb066400	0.183173	66.493530	16.293541	0.293751	118.596191	180.884399	35.575459	16.868612	0.346034
Zm00001eb066410	0.061952	30.182152	2.141069	0.513812	0.076421	0.000000	19.194715	11.681398	10.165922
Zm00001eb066420	53.359554	13.453914	0.156836	9.269871	0.360385	1.717066	11.208676	0.135360	0.000000
Zm00001eb066430	0.000000	16.913980	1.396637	0.003307	3.794277	6.045537	1.523161	25.898167	3.499382
Zm00001eb066440	4.385034	0.422149	11.468585	11.685054	10.411561	8.593336	0.000000	0.190532	3.328592
Zm00001eb066460	1.775811	43.882988	0.000009	9.585828	0.000000	0.000000	0.000000	0.444318	32.202251
Zm00001eb066470	10.054553	5.017953	11.483685	21.985723	0.025641	1.007996	54.480244	53.776974	11.477474
Zm00001eb066480	1.180429	33.075108	8.633465	4.195020	0.045781	163.223709	33.249863	7.080088	20.507149
Zm00001eb066490	1.367491	31.420918	22.680273	0.365582	3.882713	0.030212	0.268834	14.019024	0.000000
Zm00001eb066500	3.978631	0.165228	0.536662	16.516308	50.412445	0.038987	10.742055	3.353355	2.915113
Zm00001eb066510	11.380746	7.057473	8.742626	0.000000	11.924044	4.188872	16.485550	0.000000	6.689244
Zm00001eb066520	0.907495	48.311619	0.000000	11.222978	5.969785	10.632223	10.467627	3.797315	19.885973
Zm00001eb066530	1.200078	1.250658	5.656496	2.142514	9.703017	0.210446	0.274882	0.244510	181.330597
Zm00001eb066540	87.763588	0.310166	3.275007	32.331482	14.057876	2.137388	9.174884	3.949324	0.000000
Zm00001eb066560	2.956497	17.065792	38.015800	14.467305	0.080570	3.806618	25.728422	11.925224	2.566573
Zm00001eb066570	14.220500	7.507452	0.072740	18.171566	72.019905	14.980877	10.299314	2.143724	9.190550
Zm00001eb066580	18.844208	32.880726	13.437172	0.024190	12.703905	15.109172	0.042391	1.302032	9.377931
Zm00001eb066590	13.550927	2.699887	19.737658	1.874483	36.770760	18.087954	20.761230	0.496920	0.007726
Zm00001eb066600	7.633821	5.872416	2.342884	7.078252	0.203179	20.241615	0.480117	0.000000	0.766122
Zm00001eb066610	14.515651	15.993070	9.812951	18.674763	13.166040	14.254756	4.752163	0.000000	169.873383
Zm00001eb066620	5.724452	1.623713	21.989275	246.099060	23.640184	4.734770	15.557315	0.000000	1.263397
Zm00001eb066630	3.943267	2.590338	184.461884	0.000000	0.539489	0.100035	0.363791	13.691525	0.000000
Zm00001eb066640	12.684864	13.926701	0.000000	1.546749	40.344826	0.000000	0.319700	15.602572	4.876913
Zm00001eb066650	48.501553	0.958906	1.509292	6.949838	5.754483	5.780213	3.792362	1.842863	10.873413
Zm00001eb066660	32.000870	12.041352	8.903236	4.260817	20.537443	6.724425	4.847854	0.822355	0.351233
Zm00001eb066670	100.157051	18.880732	10.749146	0.005216	0.445637	22.497871	0.967905	10.190240	2.298453
Zm00001eb066680	11.722880	15.839533	0.000000	0.426157	6.157817	19.645269	15.683778	2.725750	7.844616
Zm00001eb066690	10.107846	17.733324	0.450644	205.180573	44.851608	0.483763	5.877892	0.017338	12.539632
Zm00001eb066700	0.000000	13.309298	196.833740	0.035039	1.450263	0.000000	1.678444	66.345596	17.588625
Zm00001eb066710	0.000000	0.140876	0.000000	0.045216	14.583661	0.252083	0.813657	0.612541	15.317769
Zm00001eb066720	0.000000	59.649380	0.026978	5.008675	7.556982	7.655019	0.851687	0.000000	46.914669
Zm00001eb066730	2.160452	0.148518	0.034814	8.937314	2.061246	13.992978	0.463080	0.000000	12.897412
Zm00001eb066740	0.000000	0.553724	0.000000	0.481277	24.268925	23.796154	0.426811	0.331968	5.876931
Zm00001eb066780	35.099022	53.960609	80.387772	0.907389	2.228966	4.522933	78.129616	0.492201	0.000000
Zm00001eb066790	18.840862	4.943442	11.698341	2.659219	6.011906	0.009148	0.000000	0.074347	6.838968
Zm00001eb066800	1.648896	14.147554	0.235851	13.270387	16.487494	2.105456	0.733462	0.000000	12.069593
Zm00001eb066810	8.204614	4.832631	1.397055	13.667214	2.874181	8.401440	1.478518	8.612877	16.875822
Zm00001eb066820	8.779175	0.000000	3.561677	14.688214	16.229990	26.532169	16.340242	19.250214	16.985298
Zm00001eb066830	14.001281	6.076574	15.876876	18.697542	0.222954	10.867117	1.451861	1.397706	0.536357
Zm00001eb066840	15.032022	0.000000	11.879408	16.340031	48.229111	1.422567	1.847144	0.251359	0.000000
Zm00001eb066850	1.491781	3.216128	13.748462	2.147680	1.608377	0.000000	3.336773	0.850941	0.313529
Zm00001eb066860	15.891918	20.217566	23.986301	4.803924	13.022378	0.000000	11.838061	7.938091	12.009695
Zm00001eb066870	3.192076	1.656817	12.561078	7.838857	12.856823	56.499279	1.665389	0.002933	18.004793
Zm00001eb066880	0.136250	1.299416	7.365125	17.850090	15.504451	18.983093	1.984553	6.355513	26.551188
Zm00001eb066890	337.971436	0.223831	0.019048	15.342014	20.077742	2.708151	93.065063	0.000000	3.720654
Zm00001eb066900	7.893262	0.000000	0.000000	0.652646	12.848987	10.674003	0.000000	4.301897	0.002549
Zm00001eb066910	0.497030	8.575891	4.845943	0.000000	0.383526	9.171976	6.546547	17.270329	2.285689
Zm00001eb066920	5.314610	10.157388	6.119076	0.300392	0.565524	9.460511	26.027899	0.835260	15.065004
Zm00001eb066930	0.000000	2.980616	20.445395	8.352242	48.014534	0.282025	9.865419	0.000000	27.767759
Zm00001eb066940	330.001038	0.363947	16.206469	9.696161	6.191416	10.885443	16.000965	14.423311	10.488274
Zm00001eb066950	6.294538	6.498087	0.402312	17.560223	14.905748	16.815891	6.138381	0.000000	1.370021
Zm00001eb066960	93.204887	2.576263	0.102148	3.471977	4.566758	6.145284	12.516757	16.574221	0.000000
Zm00001eb066970	2.421726	0.000000	0.188475	0.000000	0.000000	0.107963	21.103792	2.814193	0.066871
Zm00001eb066980	2.010615	48.796062	8.775735	2.002594	4.334780	21.665630	5.031796	30.065701	0.000000
Zm00001eb066990	0.518748	0.127388	9.566864	16.532511	0.000000	11.377565	15.867798	0.087634	0.000000
Zm00001eb067000	0.264404	0.151339	23.114393	15.383105	4.036899	16.469193	103.939400	0.000000	30.147320
Zm00001eb067010	2.508343	0.041451	4.339571	12.316482	20.495562	0.000000	34.428585	12.078417	26.050943
Zm00001eb067030	0.202927	0.346568	0.010697	1.317094	2.480088	10.798165	138.460419	29.188200	1.563657
Zm00001eb067040	0.583268	0.283272	1.905402	0.000000	3.199183	0.000000	13.870959	0.000000	13.612254
Zm00001eb067060	0.000000	0.027779	9.914605	0.032692	0.245019	0.229965	12.554797	1.915086	10.352777
Zm00001eb067080	1.059818	9.216180	24.731073	0.000000	0.000000	5.015526	0.044112	4.335814	11.390078
Zm00001eb067090	2.668915	12.665208	10.649662	0.138580	0.000000	3.132566	0.000000	15.647700	0.127473
Zm00001eb067110	3.397782	1.736379	1.588782	51.483192	0.000000	0.540919	7.345714	105.432526	12.535339
